Sample	Query	Count	Blast hits	Best bit-score	Lowest bit-score	Bit-score threshold	Saved Blast hits	Consensus	Rank	Taxid	Disambiguation	link_report	link_filtered
NTC	-	-	0	0	0	0	0	-	-	-	-
