Sample	Query	Unknown sequences	Unknown sequences [%]	(Sub-)Species consensus	(Sub-)Species consensus [%]	Genus consensus	Genus consensus [%]	Family consensus	Family consensus [%]	Higher rank consensus	Higher rank consensus [%]
NTC	0	0	0	0	0	0	0	0	0	0	0
