Sample	Query	Unknown sequences	Unknown sequences [%]	(Sub-)Species consensus	(Sub-)Species consensus [%]	Genus consensus	Genus consensus [%]	Family consensus	Family consensus [%]	Higher rank consensus	Higher rank consensus [%]
Lasagne_clean	2	0	0	2	100.00	0	0	0	0	0	0
